IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,FLOW_DURATION_MILLISECONDS,OUT_PKTS,OUT_BYTES,IN_PKTS,IN_BYTES,L7_PROTO,TCP_FLAGS,Attack
192.168.1.13,62175,103.195.103.66,9993,17,0,4,300,0,0,Unknown,0,Benign
192.168.1.13,62175,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
192.168.1.13,0,8.8.8.8,0,1,0,1,124,0,0,ICMP,0,Benign
33.227.17.13,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
50.139.46.112,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
70.71.145.54,26028,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
121.214.243.47,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
192.168.1.13,59401,13.231.211.201,443,6,1730,62,6665,112,151766,TLS.Alibaba,26,Benign
116.212.123.88,51163,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,57780,13.231.211.201,443,6,94,1,60,1,66,TLS,16,Benign
15.212.92.85,42829,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
36.150.27.109,10020,192.168.1.15,34056,6,25,4,264,6,402,Unknown,21,Benign
22.128.145.54,24783,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
183.236.51.229,10006,192.168.1.15,39984,6,38,4,264,6,402,Unknown,21,Benign
192.168.1.15,53042,202.196.64.1,53,17,3,2,190,2,988,DNS.Mozilla,0,Benign
192.168.1.13,12482,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,9993,84.17.53.155,9993,17,0,4,300,0,0,BitTorrent,0,Benign
192.168.1.13,64097,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
192.168.1.13,19388,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
25.90.84.109,45849,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,59093,13.231.211.201,443,6,98,1,60,1,66,TLS,16,Benign
192.168.1.13,59038,13.231.211.201,443,6,97,1,60,1,66,TLS,16,Benign
192.168.1.13,39357,192.168.1.13,80,6,326,2,120,0,0,HTTP,2,tcp
192.168.1.15,56184,120.238.86.250,11002,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,33918,192.168.1.13,80,6,2548,6,360,0,0,HTTP,2,udp
192.168.1.15,41146,218.204.238.59,10004,6,94,12,1218,8,544,Unknown,26,Benign
192.168.1.15,50892,120.238.86.250,10022,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,62175,185.152.67.145,9993,17,0,1,179,0,0,BitTorrent,0,Benign
192.168.1.13,61916,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,32928,192.168.1.13,80,6,649,3,180,0,0,HTTP,2,udp
192.168.1.13,9993,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
23.254.212.148,65137,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,50790,36.150.27.109,10031,6,863,18,1620,12,808,Unknown,31,Benign
192.168.1.13,45744,185.152.67.145,9993,17,0,4,300,0,0,BitTorrent,0,Benign
227.180.86.3,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
68.228.236.128,7108,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
182.61.200.239,443,192.168.1.15,51496,6,16,6,410,10,606,TLS,29,Benign
192.168.1.13,58074,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,45742,120.238.86.250,10001,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,55264,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
198.236.139.16,5570,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,10221,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
32.245.57.87,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
91.254.131.217,28509,192.168.1.13,80,6,4,1,60,1,60,HTTP,4,tcp
192.168.1.14,46916,34.237.73.95,443,6,297,2,372,2,397,TLS,24,Benign
192.168.1.13,58644,13.231.211.201,443,6,208,2,184,2,180,TLS,24,Benign
54.60.55.59,24288,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,45322,36.150.27.109,10015,6,51,12,1218,8,544,Unknown,26,Benign
124.164.125.139,26922,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,59182,36.150.27.109,10020,6,51,12,1218,8,544,Unknown,26,Benign
192.168.1.13,59469,13.231.211.201,443,6,1360,18,4978,17,10002,TLS.Alibaba,31,Benign
192.168.1.13,9993,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
192.168.1.13,57898,192.168.1.253,443,6,2597,27,18826,27,19974,TLS,24,Benign
192.168.1.13,57458,13.231.211.201,443,6,99,1,60,1,66,TLS,16,Benign
177.207.124.62,30246,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
36.150.27.109,10020,192.168.1.15,54220,6,23,4,264,6,402,Unknown,21,Benign
25.138.83.83,11858,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,80,108.92.18.21,32777,6,0,1,60,0,0,HTTP,0,udp
71.232.87.60,54388,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
205.109.124.217,15702,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,17230,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
60.255.197.21,32098,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
26.102.21.164,56805,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,45345,202.196.64.1,53,17,2,2,170,2,760,DNS,0,Benign
192.168.1.13,57851,13.231.211.201,443,6,3458,24,14606,34,16389,TLS.Alibaba,26,Benign
192.168.1.15,58390,120.238.86.250,10040,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,58724,13.231.211.201,443,6,98,4,258,2,138,TLS,29,Benign
192.168.1.13,58874,13.231.211.201,443,6,0,1,60,0,0,TLS,0,Benign
201.91.254.122,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
192.168.1.13,62175,35.208.212.194,21497,17,0,1,201,0,0,BitTorrent,0,Benign
192.168.1.15,38822,120.238.86.250,11003,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,27190,192.168.1.13,80,6,2424,7,420,0,0,HTTP,2,tcp
26.4.236.209,31167,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
220.213.130.138,24006,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
69.60.81.129,41518,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
158.97.179.139,13006,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,54220,120.238.86.250,10048,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.15,49170,36.150.27.109,10014,6,47,12,1218,8,544,Unknown,26,Benign
192.168.1.14,46916,34.237.73.95,443,6,298,2,372,2,393,TLS,24,Benign
192.168.1.15,36012,218.204.238.59,10027,6,83,12,1218,8,544,Unknown,26,Benign
192.168.1.14,46916,34.237.73.95,443,6,301,1,176,1,66,TLS,16,Benign
117.235.90.232,15470,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
33.104.250.174,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
90.145.241.151,53286,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
123.183.156.158,41271,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.253,443,192.168.1.15,40652,6,0,1,60,1,54,TLS,16,udp
192.168.1.15,48010,122.205.109.36,443,6,50,108,11672,58,55616,TLS,26,Benign
47.25.55.108,21797,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,52244,182.61.200.162,443,6,0,2,148,0,0,TLS,2,Benign
205.25.213.102,41947,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,12718,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
167.138.119.193,42861,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
201.124.53.178,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
192.168.1.15,34604,202.196.64.1,53,17,3,2,152,2,730,DNS,0,Benign
192.168.1.15,57892,120.238.86.250,10041,6,0,2,148,0,0,Unknown,2,Benign
187.68.248.21,4126,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
183.236.51.229,10005,192.168.1.15,55438,6,37,4,264,6,402,Unknown,21,Benign
192.168.1.13,58654,13.231.211.201,443,6,99,4,258,3,198,TLS,29,Benign
138.76.11.179,48835,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,57254,120.238.86.250,10047,6,0,2,148,0,0,Unknown,2,Benign
248.36.158.18,50153,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
124.29.207.177,31811,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
23.167.7.153,27583,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,47575,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,47242,36.150.27.109,10037,6,48,12,1218,8,544,Unknown,26,Benign
178.7.78.198,59532,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
128.169.91.209,61232,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,9766,192.168.1.13,80,6,338,2,120,0,0,HTTP,2,udp
194.38.215.65,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
164.106.164.245,56349,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
177.41.109.179,37637,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,39330,218.204.238.59,10048,6,289,18,1620,12,808,Unknown,31,Benign
192.168.1.15,39859,202.196.64.1,53,17,4,2,178,2,866,DNS.Canonical,0,Benign
192.168.1.15,51234,35.190.72.216,443,6,335,46,8066,26,9942,TLS.Mozilla,26,Benign
60.101.23.76,15462,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
70.163.128.127,37995,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.115,0,239.255.255.250,0,2,0,2,120,0,0,IGMP,0,Benign
16.183.9.97,25086,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,58588,34.149.100.209,443,6,201,46,8158,24,10872,TLS.Mozilla,26,Benign
192.168.1.13,35471,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,59416,13.231.211.201,443,6,109,4,258,2,138,TLS,29,Benign
36.150.27.109,10024,192.168.1.15,47792,6,23,4,264,6,402,Unknown,21,Benign
78.164.173.28,52631,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,56352,183.236.51.229,10010,6,77,12,1218,8,544,Unknown,26,Benign
192.168.1.14,45274,120.253.253.225,443,6,128,17,4520,15,7361,TLS.GoogleServices,27,Benign
218.204.238.59,10005,192.168.1.15,49504,6,46,4,264,6,402,Unknown,21,Benign
119.45.215.191,7000,192.168.1.115,42070,6,89,2,166,1,100,TLS,24,Benign
192.168.1.13,24170,35.208.212.194,21007,17,0,1,201,0,0,GoogleCloud,0,Benign
192.168.1.13,12441,192.168.1.13,80,6,4924,10,600,0,0,HTTP,2,tcp
199.52.228.129,13073,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,5985,192.168.1.13,80,6,1093,3,180,0,0,HTTP,2,tcp
67.82.220.65,34994,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.115,42070,119.45.215.191,7000,6,41,4,331,3,265,TLS,24,Benign
192.168.1.13,58365,13.231.211.201,443,6,599,15,4147,16,9389,TLS.Alibaba,26,Benign
192.168.1.15,45360,59.24.3.174,443,6,0,2,148,0,0,TLS,2,Benign
192.168.1.15,32920,120.238.86.250,10041,6,0,2,148,0,0,Unknown,2,Benign
241.222.156.160,59560,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,32834,36.150.27.109,10021,6,47,12,1218,8,544,Unknown,26,Benign
192.168.1.13,46391,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
170.106.207.178,24957,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,56642,120.238.86.250,10011,6,0,2,148,0,0,Unknown,2,Benign
254.60.106.149,19523,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,62175,79.127.159.187,9993,17,0,4,300,0,0,Unknown,0,Benign
192.168.1.13,58377,13.231.211.201,443,6,95,1,60,1,66,TLS,16,Benign
128.89.54.101,16682,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,57552,192.168.1.253,443,6,19,1,60,2,120,TLS,20,Benign
fe80::61d9:409b:5a46:eec1,5353,ff02::fb,5353,17,0,2,360,0,0,MDNS,0,Benign
127.42.71.125,64096,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,45744,185.152.67.145,9993,17,0,4,300,0,0,BitTorrent,0,Benign
183.236.51.229,11003,192.168.1.15,35064,6,35,4,264,6,402,Unknown,21,Benign
82.78.179.179,37886,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.115,42070,119.45.215.191,7000,6,41,3,265,4,331,TLS,24,Benign
60.6.145.129,15986,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,58996,13.231.211.201,443,6,0,1,60,0,0,TLS,0,Benign
192.168.1.15,58224,34.107.243.93,443,6,47,2,132,2,132,TLS,16,Benign
192.168.1.13,59072,13.231.211.201,443,6,305,11,2921,7,1284,TLS.Alibaba,31,Benign
192.168.1.13,15298,192.168.1.13,80,6,1306,5,300,0,0,HTTP,2,tcp
192.168.1.14,46916,34.237.73.95,443,6,256,2,371,1,326,TLS,24,Benign
192.168.1.13,45744,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
246.102.253.201,55420,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,51358,122.205.109.36,443,6,91,60,10058,36,15966,TLS,31,Benign
192.168.1.13,48597,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
60.220.87.179,54005,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,57434,13.231.211.201,443,6,97,1,60,1,66,TLS,16,Benign
192.168.1.15,44446,120.238.86.250,10034,6,0,2,148,0,0,Unknown,2,Benign
147.246.210.94,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
192.168.1.13,0,8.8.8.8,0,1,0,1,124,0,0,ICMP,0,Benign
36.150.27.109,10016,192.168.1.15,51238,6,30,4,264,6,402,Unknown,21,Benign
192.168.1.13,60926,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,0,192.168.1.14,0,1,1,2,196,2,196,ICMP,0,Benign
192.168.1.14,46916,34.237.73.95,443,6,305,1,176,1,66,TLS,16,Benign
192.168.1.13,26573,192.168.1.13,80,6,6954,20,1200,0,0,HTTP,2,tcp
22.124.240.207,19930,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
29.139.78.128,8101,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,48752,111.63.65.178,443,6,877,68,37782,44,15996,TLS,26,Benign
253.122.132.78,24444,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,80,151.113.125.85,62124,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.115,42070,119.45.215.191,7000,6,41,4,331,4,331,TLS,24,Benign
192.168.1.13,46449,192.168.1.13,80,6,360,2,120,0,0,HTTP,2,udp
192.168.1.13,55354,8.8.8.8,53,17,49,1,80,1,96,DNS,0,Benign
60.97.163.99,18747,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,59395,13.231.211.201,443,6,95,1,60,1,66,TLS,16,Benign
192.168.1.13,59061,13.231.211.201,443,6,0,1,60,0,0,TLS,0,Benign
35.208.212.194,21007,192.168.1.13,9993,17,1,1,70,1,79,BitTorrent,0,Benign
192.168.1.15,52494,36.150.27.109,10009,6,54,12,1218,8,544,Unknown,26,Benign
4.173.136.55,15720,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
214.82.122.213,9889,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,64097,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
192.168.1.15,37840,36.150.27.109,10009,6,148,12,1218,8,544,Unknown,26,Benign
192.168.1.13,58036,13.231.211.201,443,6,97,1,60,1,66,TLS,16,Benign
192.168.1.13,9069,192.168.1.13,80,6,1074,3,180,0,0,HTTP,2,udp
0.241.23.164,9659,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,9993,84.17.53.155,9993,17,0,4,300,0,0,BitTorrent,0,Benign
192.168.1.15,54336,36.150.27.109,10009,6,68,12,1218,8,544,Unknown,26,Benign
192.168.1.15,39244,36.150.27.109,10009,6,52,12,1218,8,544,Unknown,26,Benign
36.150.27.109,10025,192.168.1.15,37514,6,34,4,264,6,402,Unknown,21,Benign
135.179.100.4,16346,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,40506,36.150.27.109,10021,6,53,12,1218,8,544,Unknown,26,Benign
192.168.1.13,38474,192.168.1.13,80,6,384,2,120,0,0,HTTP,2,tcp
192.168.1.13,30183,192.168.1.13,80,6,642,2,120,0,0,HTTP,2,udp
40.65.11.164,16449,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,57953,192.168.1.253,443,6,111,8,3822,6,515,TLS,31,Benign
192.168.1.15,58002,202.196.64.1,53,17,3,2,144,2,816,DNS,0,Benign
192.168.1.15,49216,36.150.27.109,10045,6,57,12,1218,8,544,Unknown,26,Benign
192.168.1.15,57974,36.150.27.109,10015,6,57,12,1218,8,544,Unknown,26,Benign
192.168.1.15,49598,36.150.27.109,10039,6,68,12,1218,8,544,Unknown,26,Benign
192.168.1.15,50606,120.238.86.250,10043,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.15,123,108.59.2.24,123,17,266,2,180,2,180,NTP,0,Benign
18.228.60.76,37639,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
99.185.80.169,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
36.150.27.109,10044,192.168.1.15,60164,6,24,4,264,6,402,Unknown,21,Benign
52.214.101.132,63215,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
219.113.159.207,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
192.168.1.13,22934,192.168.1.13,80,6,8738,24,1440,0,0,HTTP,2,udp
192.168.1.13,61820,192.168.1.13,80,6,1424,3,180,0,0,HTTP,2,tcp
96.151.157.41,36405,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,58536,13.231.211.201,443,6,541,15,7234,12,2537,TLS.Alibaba,26,Benign
36.150.27.109,30019,192.168.1.15,55118,6,24,4,264,6,402,Unknown,21,Benign
192.168.1.13,59624,13.231.211.201,443,6,1306,23,7440,27,16867,TLS.Alibaba,26,Benign
101.151.248.235,53177,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
218.204.238.59,10005,192.168.1.15,42832,6,44,4,264,6,402,Unknown,21,Benign
112.67.187.98,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
178.93.138.88,29577,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,47714,36.150.27.109,10044,6,50,12,1218,8,544,Unknown,26,Benign
4.212.153.80,45592,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,59477,13.231.211.201,443,6,1365,14,3557,9,2061,TLS.Alibaba,31,Benign
192.168.1.13,34444,192.168.1.13,80,6,1105,3,180,0,0,HTTP,2,tcp
192.168.1.13,9993,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
192.168.1.15,47254,122.205.109.38,443,6,52,10,684,8,480,TLS,29,Benign
1.209.238.90,42211,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
241.41.140.18,9779,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,52638,218.204.238.59,10043,6,187,18,1620,12,808,Unknown,31,Benign
36.150.27.109,10003,192.168.1.15,41648,6,38,4,264,6,402,Unknown,21,Benign
192.168.1.13,39483,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,39662,120.238.86.250,10006,6,0,2,148,0,0,Unknown,2,Benign
192.168.1.13,18302,192.168.1.13,80,6,369,2,120,0,0,HTTP,2,tcp
192.168.1.13,24170,185.152.67.145,9993,17,0,3,225,0,0,Unknown,0,Benign
192.168.1.13,21947,192.168.1.13,80,6,1788,4,240,0,0,HTTP,2,udp
45.129.16.132,40800,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
158.29.163.28,45387,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,24170,35.208.212.194,21007,17,0,2,360,0,0,GoogleCloud,0,Benign
192.168.1.13,59608,13.231.211.201,443,6,1039,19,4445,22,15726,TLS.Alibaba,26,Benign
192.168.1.13,58922,13.231.211.201,443,6,93,1,60,1,66,TLS,16,Benign
192.168.1.15,44858,182.61.200.108,443,6,58,8,4090,4,740,TLS,24,Benign
192.168.1.13,64097,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
192.168.1.13,14489,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
101.137.91.80,26157,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,46036,218.204.238.59,10030,6,99,12,1218,8,544,Unknown,26,Benign
218.204.238.59,10027,192.168.1.15,48172,6,40,4,264,6,402,Unknown,21,Benign
81.172.62.93,54447,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,62175,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
192.168.1.13,52230,204.80.128.1,443,6,572,2,563,2,120,TLS,24,Benign
192.168.1.13,0,8.8.8.8,0,1,0,1,124,0,0,ICMP,0,Benign
47.169.100.186,27461,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
119.91.184.228,47210,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,49426,34.149.100.209,443,6,245,48,4872,24,11932,TLS.Mozilla,26,Benign
192.168.1.13,58756,13.231.211.201,443,6,428,53,5666,61,85037,TLS,24,Benign
198.60.99.142,16315,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
36.150.27.109,10039,192.168.1.15,34464,6,23,4,264,6,402,Unknown,21,Benign
192.168.1.15,51388,122.205.109.36,443,6,82,54,4740,30,31460,TLS,24,Benign
192.168.1.13,23478,192.168.1.13,80,6,648,2,120,0,0,HTTP,2,tcp
192.168.1.13,59391,13.231.211.201,443,6,1392,13,2013,18,25897,TLS,24,Benign
192.168.1.13,9993,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
218.204.238.59,11001,192.168.1.15,57032,6,45,4,264,6,402,Unknown,21,Benign
192.168.1.13,62175,79.127.159.187,9993,17,0,1,179,0,0,BitTorrent,0,Benign
60.164.9.152,29983,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,54845,192.168.1.13,80,6,1166,4,240,0,0,HTTP,2,tcp
192.168.1.15,54966,183.236.51.229,10033,6,71,12,1218,8,544,Unknown,26,Benign
93.176.139.128,12147,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
148.201.47.209,5451,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,51910,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
13.231.211.201,443,192.168.1.13,59624,6,97,3,198,3,198,TLS,29,Benign
192.168.1.13,45744,103.195.103.66,9993,17,0,1,159,0,0,BitTorrent,0,Benign
192.168.1.13,9993,35.208.212.194,32018,17,1,2,730,0,0,BitTorrent,0,Benign
192.168.1.15,48314,120.238.86.250,10048,6,0,2,148,0,0,Unknown,2,Benign
76.102.173.220,42960,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
241.190.29.87,52634,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
221.21.236.139,43986,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
113.88.81.81,21087,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,24170,35.208.212.194,21007,17,0,1,201,0,0,GoogleCloud,0,Benign
90.179.85.100,25865,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
42.34.147.32,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,udp
54.194.230.232,29798,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
11.27.212.236,24642,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
110.62.36.55,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
143.148.29.22,60743,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
252.4.48.94,0,192.168.1.13,0,1,0,1,60,0,0,ICMP,0,tcp
85.80.82.155,32959,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.15,51422,122.205.109.36,443,6,12,6,432,4,306,TLS,24,Benign
236.246.198.29,61488,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,9993,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
153.132.179.138,62095,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
149.102.82.82,24588,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.15,38176,120.238.86.250,10034,6,0,2,148,0,0,Unknown,2,Benign
218.204.238.59,10001,192.168.1.15,48430,6,54,4,264,6,402,Unknown,21,Benign
192.168.1.15,44504,218.204.238.59,10012,6,84,12,1218,8,544,Unknown,26,Benign
183.236.51.229,10006,192.168.1.15,34774,6,35,4,264,6,402,Unknown,21,Benign
192.168.1.13,58860,13.231.211.201,443,6,104,5,318,3,198,TLS,29,Benign
218.204.238.59,10030,192.168.1.15,54464,6,56,4,264,6,402,Unknown,21,Benign
99.15.167.68,27570,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
192.168.1.13,62175,35.208.212.194,21497,17,0,1,201,0,0,BitTorrent,0,Benign
112.99.70.22,34937,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,59354,13.231.211.201,443,6,645,17,5092,17,10602,TLS.Alibaba,26,Benign
192.168.1.13,41955,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
68.65.235.93,43545,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,59077,13.231.211.201,443,6,1098,11,3032,13,6873,TLS.Alibaba,26,Benign
192.168.1.13,28610,192.168.1.13,80,6,710,2,120,0,0,HTTP,2,udp
82.1.179.136,35400,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,tcp
192.168.1.13,62175,103.195.103.66,9993,17,0,1,179,0,0,BitTorrent,0,Benign
192.168.1.13,24170,103.195.103.66,9993,17,0,1,179,0,0,Unknown,0,Benign
164.197.124.22,46985,192.168.1.13,80,6,0,1,60,0,0,HTTP,0,udp
